timestamp,ticker,action,quantity,exchange,price,commission
2014-06-27 00:00:00,^GSPC,SLD,10000,ARCA,1960.96,50.0
2014-06-27 00:00:00,AAPL,BOT,12130,ARCA,91.98,60.65
2014-06-30 00:00:00,^GSPC,BOT,10000,ARCA,1960.23,50.0
2014-06-30 00:00:00,AAPL,SLD,12130,ARCA,92.93,60.65
2014-07-03 00:00:00,^GSPC,BOT,10000,ARCA,1985.4399,50.0
2014-07-03 00:00:00,AAPL,SLD,12130,ARCA,94.03,60.65
2014-07-08 00:00:00,^GSPC,SLD,10000,ARCA,1963.71,50.0
2014-07-08 00:00:00,AAPL,BOT,12130,ARCA,95.35,60.65
2014-07-31 00:00:00,^GSPC,SLD,10000,ARCA,1930.67,50.0
2014-07-31 00:00:00,AAPL,BOT,12130,ARCA,95.6,60.65
2014-08-04 00:00:00,^GSPC,BOT,10000,ARCA,1938.99,50.0
2014-08-04 00:00:00,AAPL,SLD,12130,ARCA,95.59,60.65
2014-08-22 00:00:00,^GSPC,BOT,10000,ARCA,1988.4,50.0
2014-08-22 00:00:00,AAPL,SLD,12130,ARCA,101.32,60.65
2014-09-02 00:00:00,^GSPC,SLD,10000,ARCA,2002.28,50.0
2014-09-02 00:00:00,AAPL,BOT,12130,ARCA,103.3,60.65
2014-09-04 00:00:00,^GSPC,SLD,10000,ARCA,1997.65,50.0
2014-09-04 00:00:00,AAPL,BOT,12130,ARCA,98.12,60.65
2014-09-15 00:00:00,^GSPC,BOT,10000,ARCA,1984.13,50.0
2014-09-15 00:00:00,AAPL,SLD,12130,ARCA,101.63,60.65
2014-09-19 00:00:00,^GSPC,SLD,10000,ARCA,2010.4,50.0
2014-09-19 00:00:00,AAPL,BOT,12130,ARCA,100.96,60.65
2014-09-22 00:00:00,^GSPC,BOT,10000,ARCA,1994.29,50.0
2014-09-22 00:00:00,AAPL,SLD,12130,ARCA,101.06,60.65
2014-10-01 00:00:00,^GSPC,SLD,10000,ARCA,1946.16,50.0
2014-10-01 00:00:00,AAPL,BOT,12130,ARCA,99.18,60.65
2014-10-03 00:00:00,^GSPC,BOT,10000,ARCA,1967.9,50.0
2014-10-03 00:00:00,AAPL,SLD,12130,ARCA,99.62,60.65
2014-10-08 00:00:00,^GSPC,SLD,10000,ARCA,1968.89,50.0
2014-10-08 00:00:00,AAPL,BOT,12130,ARCA,100.8,60.65
2014-10-17 00:00:00,^GSPC,BOT,10000,ARCA,1886.76,50.0
2014-10-17 00:00:00,AAPL,SLD,12130,ARCA,97.67,60.65
2014-10-24 00:00:00,^GSPC,BOT,10000,ARCA,1964.58,50.0
2014-10-24 00:00:00,AAPL,SLD,12130,ARCA,105.22,60.65
2014-10-31 00:00:00,^GSPC,SLD,10000,ARCA,2018.05,50.0
2014-10-31 00:00:00,AAPL,BOT,12130,ARCA,108.0,60.65
2014-11-11 00:00:00,^GSPC,BOT,10000,ARCA,2039.6801,50.0
2014-11-11 00:00:00,AAPL,SLD,12130,ARCA,109.7,60.65
2014-11-13 00:00:00,^GSPC,SLD,10000,ARCA,2039.33,50.0
2014-11-13 00:00:00,AAPL,BOT,12130,ARCA,112.82,60.65
2014-11-21 00:00:00,^GSPC,SLD,10000,ARCA,2063.5,50.0
2014-11-21 00:00:00,AAPL,BOT,12130,ARCA,116.47,60.65
2014-11-24 00:00:00,^GSPC,BOT,10000,ARCA,2069.4099,50.0
2014-11-24 00:00:00,AAPL,SLD,12130,ARCA,118.63,60.65
2014-11-26 00:00:00,^GSPC,BOT,10000,ARCA,2072.8301,50.0
2014-11-26 00:00:00,AAPL,SLD,12130,ARCA,119.0,60.65
2014-12-01 00:00:00,^GSPC,SLD,10000,ARCA,2053.4399,50.0
2014-12-01 00:00:00,AAPL,BOT,12130,ARCA,115.07,60.65
2014-12-01 00:00:00,^GSPC,SLD,10000,ARCA,2053.4399,50.0
2014-12-02 00:00:00,AAPL,BOT,12130,ARCA,114.63,60.65
2014-12-04 00:00:00,^GSPC,BOT,10000,ARCA,2071.9199,50.0
2014-12-04 00:00:00,AAPL,SLD,12130,ARCA,115.49,60.65
2014-12-16 00:00:00,^GSPC,SLD,10000,ARCA,1972.74,50.0
2014-12-16 00:00:00,AAPL,BOT,12130,ARCA,106.75,60.65
2014-12-22 00:00:00,^GSPC,BOT,10000,ARCA,2078.54,50.0
2014-12-22 00:00:00,AAPL,SLD,12130,ARCA,112.94,60.65
2014-12-24 00:00:00,^GSPC,BOT,10000,ARCA,2081.8799,50.0
2014-12-24 00:00:00,AAPL,SLD,12130,ARCA,112.01,60.65
2015-01-05 00:00:00,^GSPC,SLD,10000,ARCA,2020.58,50.0
2015-01-05 00:00:00,AAPL,BOT,12130,ARCA,106.25,60.65
2015-01-30 00:00:00,^GSPC,SLD,10000,ARCA,1994.99,50.0
2015-01-30 00:00:00,AAPL,BOT,12130,ARCA,117.16,60.65
2015-02-02 00:00:00,^GSPC,BOT,10000,ARCA,2020.85,50.0
2015-02-02 00:00:00,AAPL,SLD,12130,ARCA,118.63,60.65
2015-02-03 00:00:00,^GSPC,SLD,10000,ARCA,2050.03,50.0
2015-02-03 00:00:00,AAPL,BOT,12130,ARCA,118.65,60.65
2015-02-04 00:00:00,^GSPC,BOT,10000,ARCA,2041.51,50.0
2015-02-04 00:00:00,AAPL,SLD,12130,ARCA,119.56,60.65
2015-03-06 00:00:00,^GSPC,SLD,10000,ARCA,2071.26,50.0
2015-03-06 00:00:00,AAPL,BOT,12130,ARCA,126.6,60.65
2015-03-09 00:00:00,^GSPC,BOT,10000,ARCA,2079.4299,50.0
2015-03-09 00:00:00,AAPL,SLD,12130,ARCA,127.14,60.65
2015-03-10 00:00:00,^GSPC,SLD,10000,ARCA,2044.16,50.0
