timestamp,ticker,action,quantity,exchange,price,commission
2014-02-06 00:00:00,ARNC,BOT,10000,ARCA,24.8501,50.0
2014-02-06 00:00:00,CSTM,SLD,12130,ARCA,24.4,60.65
2014-02-10 00:00:00,ARNC,SLD,10000,ARCA,24.8726,50.0
2014-02-10 00:00:00,CSTM,BOT,12130,ARCA,24.79,60.65
2014-02-19 00:00:00,ARNC,SLD,10000,ARCA,26.4468,50.0
2014-02-19 00:00:00,CSTM,BOT,12130,ARCA,27.59,60.65
2014-02-21 00:00:00,ARNC,BOT,10000,ARCA,26.3793,50.0
2014-02-21 00:00:00,CSTM,SLD,12130,ARCA,28.37,60.65
2014-03-07 00:00:00,ARNC,SLD,10000,ARCA,27.3463,50.0
2014-03-07 00:00:00,CSTM,BOT,12130,ARCA,28.1,60.65
2014-03-10 00:00:00,ARNC,BOT,10000,ARCA,26.8516,50.0
2014-03-10 00:00:00,CSTM,SLD,12130,ARCA,27.84,60.65
2014-03-11 00:00:00,ARNC,SLD,10000,ARCA,27.4138,50.0
2014-03-11 00:00:00,CSTM,BOT,12130,ARCA,27.78,60.65
2014-03-12 00:00:00,ARNC,BOT,10000,ARCA,27.3688,50.0
2014-03-12 00:00:00,CSTM,SLD,12130,ARCA,27.63,60.65
2014-03-17 00:00:00,ARNC,BOT,10000,ARCA,26.7616,50.0
2014-03-17 00:00:00,CSTM,SLD,12130,ARCA,27.81,60.65
2014-03-20 00:00:00,ARNC,SLD,10000,ARCA,26.7841,50.0
2014-03-20 00:00:00,CSTM,BOT,12130,ARCA,27.67,60.65
2014-03-21 00:00:00,ARNC,SLD,10000,ARCA,27.009,50.0
2014-03-21 00:00:00,CSTM,BOT,12130,ARCA,27.52,60.65
2014-03-25 00:00:00,ARNC,BOT,10000,ARCA,27.0315,50.0
2014-03-25 00:00:00,CSTM,SLD,12130,ARCA,28.05,60.65
2014-03-27 00:00:00,ARNC,SLD,10000,ARCA,28.3133,50.0
2014-03-27 00:00:00,CSTM,BOT,12130,ARCA,28.46,60.65
2014-04-01 00:00:00,ARNC,BOT,10000,ARCA,29.3253,50.0
2014-04-01 00:00:00,CSTM,SLD,12130,ARCA,30.0,60.65
2014-04-09 00:00:00,ARNC,SLD,10000,ARCA,29.2354,50.0
2014-04-09 00:00:00,CSTM,BOT,12130,ARCA,29.79,60.65
2014-04-10 00:00:00,ARNC,BOT,10000,ARCA,28.5607,50.0
2014-04-10 00:00:00,CSTM,SLD,12130,ARCA,28.63,60.65
2014-04-21 00:00:00,ARNC,BOT,10000,ARCA,30.3373,50.0
2014-04-21 00:00:00,CSTM,SLD,12130,ARCA,29.76,60.65
2014-04-25 00:00:00,ARNC,SLD,10000,ARCA,29.9775,50.0
2014-04-25 00:00:00,CSTM,BOT,12130,ARCA,29.92,60.65
2014-05-20 00:00:00,ARNC,SLD,10000,ARCA,29.5727,50.0
2014-05-20 00:00:00,CSTM,BOT,12130,ARCA,29.35,60.65
2014-05-21 00:00:00,ARNC,BOT,10000,ARCA,29.5052,50.0
2014-05-21 00:00:00,CSTM,SLD,12130,ARCA,28.99,60.65
2014-06-02 00:00:00,ARNC,SLD,10000,ARCA,31.1019,50.0
2014-06-02 00:00:00,CSTM,BOT,12130,ARCA,29.26,60.65
2014-06-03 00:00:00,ARNC,BOT,10000,ARCA,30.6972,50.0
2014-06-03 00:00:00,CSTM,SLD,12130,ARCA,29.43,60.65
2014-06-06 00:00:00,ARNC,SLD,10000,ARCA,32.2714,50.0
2014-06-06 00:00:00,CSTM,BOT,12130,ARCA,30.8,60.65
2014-06-09 00:00:00,ARNC,BOT,10000,ARCA,32.2714,50.0
2014-06-09 00:00:00,CSTM,SLD,12130,ARCA,30.63,60.65
2014-06-10 00:00:00,ARNC,BOT,10000,ARCA,32.0015,50.0
2014-06-10 00:00:00,CSTM,SLD,12130,ARCA,30.45,60.65
2014-06-12 00:00:00,ARNC,SLD,10000,ARCA,31.5067,50.0
2014-06-12 00:00:00,CSTM,BOT,12130,ARCA,30.6,60.65
2014-06-20 00:00:00,ARNC,SLD,10000,ARCA,32.8786,50.0
2014-06-20 00:00:00,CSTM,BOT,12130,ARCA,32.14,60.65
2014-06-23 00:00:00,ARNC,BOT,10000,ARCA,33.2159,50.0
2014-06-23 00:00:00,CSTM,SLD,12130,ARCA,32.37,60.65
2014-06-26 00:00:00,ARNC,SLD,10000,ARCA,33.5982,50.0
2014-06-26 00:00:00,CSTM,BOT,12130,ARCA,32.39,60.65
2014-06-27 00:00:00,ARNC,BOT,10000,ARCA,33.5757,50.0
2014-06-27 00:00:00,CSTM,SLD,12130,ARCA,32.07,60.65
2014-07-08 00:00:00,ARNC,SLD,10000,ARCA,33.3958,50.0
2014-07-08 00:00:00,CSTM,BOT,12130,ARCA,30.81,60.65
2014-07-10 00:00:00,ARNC,BOT,10000,ARCA,35.1274,50.0
2014-07-10 00:00:00,CSTM,SLD,12130,ARCA,31.34,60.65
2014-07-22 00:00:00,ARNC,SLD,10000,ARCA,38.4333,50.0
2014-07-22 00:00:00,CSTM,BOT,12130,ARCA,32.07,60.65
2014-07-23 00:00:00,ARNC,BOT,10000,ARCA,38.3433,50.0
2014-07-23 00:00:00,CSTM,SLD,12130,ARCA,32.06,60.65
2014-08-11 00:00:00,ARNC,BOT,10000,ARCA,36.4093,50.0
2014-08-11 00:00:00,CSTM,SLD,12130,ARCA,29.69,60.65
2014-08-12 00:00:00,ARNC,SLD,10000,ARCA,36.4093,50.0
2014-08-12 00:00:00,CSTM,BOT,12130,ARCA,29.89,60.65
2014-08-14 00:00:00,ARNC,BOT,10000,ARCA,36.4992,50.0
2014-08-14 00:00:00,CSTM,SLD,12130,ARCA,30.15,60.65
2014-08-15 00:00:00,ARNC,SLD,10000,ARCA,36.2294,50.0
2014-08-15 00:00:00,CSTM,BOT,12130,ARCA,30.24,60.65
2014-08-28 00:00:00,ARNC,BOT,10000,ARCA,37.2639,50.0
2014-08-28 00:00:00,CSTM,SLD,12130,ARCA,29.41,60.65
2014-08-29 00:00:00,ARNC,SLD,10000,ARCA,37.3538,50.0
2014-08-29 00:00:00,CSTM,BOT,12130,ARCA,28.48,60.65
2014-09-04 00:00:00,ARNC,SLD,10000,ARCA,38.4558,50.0
2014-09-04 00:00:00,CSTM,BOT,12130,ARCA,27.56,60.65
2014-09-05 00:00:00,ARNC,BOT,10000,ARCA,38.8606,50.0
2014-09-05 00:00:00,CSTM,SLD,12130,ARCA,27.87,60.65
2014-09-11 00:00:00,ARNC,SLD,10000,ARCA,38.006,50.0
2014-09-11 00:00:00,CSTM,BOT,12130,ARCA,26.6,60.65
2014-09-18 00:00:00,ARNC,BOT,10000,ARCA,36.4318,50.0
2014-09-18 00:00:00,CSTM,SLD,12130,ARCA,26.66,60.65
2014-10-02 00:00:00,ARNC,SLD,10000,ARCA,34.5427,50.0
2014-10-02 00:00:00,CSTM,BOT,12130,ARCA,23.32,60.65
2014-10-03 00:00:00,ARNC,BOT,10000,ARCA,35.0825,50.0
2014-10-03 00:00:00,CSTM,SLD,12130,ARCA,22.14,60.65
2014-10-03 00:00:00,ARNC,BOT,10000,ARCA,35.0825,50.0
2014-10-03 00:00:00,CSTM,SLD,12130,ARCA,22.14,60.65
2014-10-07 00:00:00,ARNC,SLD,10000,ARCA,35.8696,50.0
2014-10-07 00:00:00,CSTM,BOT,12130,ARCA,19.99,60.65
2014-10-08 00:00:00,ARNC,SLD,10000,ARCA,36.1394,50.0
2014-10-08 00:00:00,CSTM,BOT,12130,ARCA,20.0,60.65
2014-10-13 00:00:00,ARNC,BOT,10000,ARCA,32.5862,50.0
2014-10-13 00:00:00,CSTM,SLD,12130,ARCA,17.16,60.65
2014-10-29 00:00:00,ARNC,SLD,10000,ARCA,36.5892,50.0
2014-10-29 00:00:00,CSTM,BOT,12130,ARCA,19.8,60.65
2014-10-30 00:00:00,ARNC,BOT,10000,ARCA,36.4768,50.0
2014-10-30 00:00:00,CSTM,SLD,12130,ARCA,20.01,60.65
2014-11-10 00:00:00,ARNC,BOT,10000,ARCA,36.7016,50.0
2014-11-10 00:00:00,CSTM,SLD,12130,ARCA,21.47,60.65
2014-11-12 00:00:00,ARNC,SLD,10000,ARCA,37.961,50.0
2014-11-12 00:00:00,CSTM,BOT,12130,ARCA,21.57,60.65
2014-11-14 00:00:00,ARNC,BOT,10000,ARCA,38.096,50.0
2014-11-14 00:00:00,CSTM,SLD,12130,ARCA,21.13,60.65
2014-11-18 00:00:00,ARNC,SLD,10000,ARCA,38.5907,50.0
2014-11-18 00:00:00,CSTM,BOT,12130,ARCA,20.97,60.65
2014-11-19 00:00:00,ARNC,BOT,10000,ARCA,37.5337,50.0
2014-11-19 00:00:00,CSTM,SLD,12130,ARCA,17.93,60.65
2014-11-20 00:00:00,ARNC,SLD,10000,ARCA,38.5008,50.0
2014-11-20 00:00:00,CSTM,BOT,12130,ARCA,17.75,60.65
2014-12-02 00:00:00,ARNC,SLD,10000,ARCA,38.9055,50.0
2014-12-02 00:00:00,CSTM,BOT,12130,ARCA,15.46,60.65
2014-12-04 00:00:00,ARNC,BOT,10000,ARCA,38.7706,50.0
2014-12-04 00:00:00,CSTM,SLD,12130,ARCA,17.53,60.65
2014-12-05 00:00:00,ARNC,SLD,10000,ARCA,38.1184,50.0
2014-12-05 00:00:00,CSTM,BOT,12130,ARCA,17.3,60.65
2014-12-10 00:00:00,ARNC,BOT,10000,ARCA,35.1499,50.0
2014-12-10 00:00:00,CSTM,SLD,12130,ARCA,15.98,60.65
2014-12-15 00:00:00,ARNC,SLD,10000,ARCA,33.5757,50.0
2014-12-15 00:00:00,CSTM,BOT,12130,ARCA,15.86,60.65
2014-12-19 00:00:00,ARNC,BOT,10000,ARCA,35.8471,50.0
2014-12-19 00:00:00,CSTM,SLD,12130,ARCA,16.82,60.65
2014-12-23 00:00:00,ARNC,BOT,10000,ARCA,35.3748,50.0
2014-12-23 00:00:00,CSTM,SLD,12130,ARCA,16.34,60.65
2014-12-30 00:00:00,ARNC,SLD,10000,ARCA,35.6447,50.0
2014-12-30 00:00:00,CSTM,BOT,12130,ARCA,16.11,60.65
2014-12-31 00:00:00,ARNC,SLD,10000,ARCA,35.5097,50.0
2014-12-31 00:00:00,CSTM,BOT,12130,ARCA,16.43,60.65
2015-01-09 00:00:00,ARNC,BOT,10000,ARCA,36.2294,50.0
2015-01-09 00:00:00,CSTM,SLD,12130,ARCA,16.79,60.65
2015-01-12 00:00:00,ARNC,SLD,10000,ARCA,36.3643,50.0
2015-01-12 00:00:00,CSTM,BOT,12130,ARCA,17.12,60.65
2015-01-15 00:00:00,ARNC,BOT,10000,ARCA,33.6656,50.0
2015-01-15 00:00:00,CSTM,SLD,12130,ARCA,17.6,60.65
2015-02-05 00:00:00,ARNC,SLD,10000,ARCA,38.3883,50.0
2015-02-05 00:00:00,CSTM,BOT,12130,ARCA,19.62,60.65
2015-02-12 00:00:00,ARNC,BOT,10000,ARCA,35.1949,50.0
2015-02-12 00:00:00,CSTM,SLD,12130,ARCA,18.67,60.65
2015-02-17 00:00:00,ARNC,BOT,10000,ARCA,35.4198,50.0
2015-02-17 00:00:00,CSTM,SLD,12130,ARCA,18.73,60.65
2015-02-19 00:00:00,ARNC,SLD,10000,ARCA,35.982,50.0
2015-02-19 00:00:00,CSTM,BOT,12130,ARCA,18.98,60.65
2015-02-24 00:00:00,ARNC,BOT,10000,ARCA,35.3973,50.0
2015-02-24 00:00:00,CSTM,SLD,12130,ARCA,18.66,60.65
2015-02-25 00:00:00,ARNC,SLD,10000,ARCA,33.7331,50.0
2015-02-25 00:00:00,CSTM,BOT,12130,ARCA,18.42,60.65
2015-02-25 00:00:00,ARNC,SLD,10000,ARCA,33.7331,50.0
2015-02-25 00:00:00,CSTM,BOT,12130,ARCA,18.42,60.65
2015-02-26 00:00:00,ARNC,BOT,10000,ARCA,33.9805,50.0
2015-02-26 00:00:00,CSTM,SLD,12130,ARCA,18.45,60.65
2015-03-04 00:00:00,ARNC,SLD,10000,ARCA,32.8111,50.0
2015-03-04 00:00:00,CSTM,BOT,12130,ARCA,19.93,60.65
2015-03-05 00:00:00,ARNC,BOT,10000,ARCA,32.3388,50.0
2015-03-05 00:00:00,CSTM,SLD,12130,ARCA,20.04,60.65
2015-03-09 00:00:00,ARNC,SLD,10000,ARCA,30.8096,50.0
2015-03-09 00:00:00,CSTM,BOT,12130,ARCA,20.24,60.65
2015-03-10 00:00:00,ARNC,BOT,10000,ARCA,30.3598,50.0
2015-03-10 00:00:00,CSTM,SLD,12130,ARCA,19.32,60.65
2015-03-27 00:00:00,ARNC,BOT,10000,ARCA,28.5607,50.0
2015-03-27 00:00:00,CSTM,SLD,12130,ARCA,19.19,60.65
2015-03-31 00:00:00,ARNC,SLD,10000,ARCA,29.0555,50.0
2015-03-31 00:00:00,CSTM,BOT,12130,ARCA,20.32,60.65
2015-04-01 00:00:00,ARNC,SLD,10000,ARCA,29.2354,50.0
2015-04-01 00:00:00,CSTM,BOT,12130,ARCA,19.45,60.65
2015-04-02 00:00:00,ARNC,BOT,10000,ARCA,29.5502,50.0
2015-04-02 00:00:00,CSTM,SLD,12130,ARCA,19.52,60.65
2015-04-08 00:00:00,ARNC,SLD,10000,ARCA,30.7421,50.0
2015-04-08 00:00:00,CSTM,BOT,12130,ARCA,18.68,60.65
2015-04-10 00:00:00,ARNC,BOT,10000,ARCA,29.5727,50.0
2015-04-10 00:00:00,CSTM,SLD,12130,ARCA,18.36,60.65
2015-04-21 00:00:00,ARNC,BOT,10000,ARCA,30.4048,50.0
2015-04-21 00:00:00,CSTM,SLD,12130,ARCA,18.07,60.65
2015-04-23 00:00:00,ARNC,SLD,10000,ARCA,29.6626,50.0
2015-04-23 00:00:00,CSTM,BOT,12130,ARCA,18.2,60.65
2015-04-23 00:00:00,ARNC,SLD,10000,ARCA,29.6626,50.0
2015-04-23 00:00:00,CSTM,BOT,12130,ARCA,18.2,60.65
2015-04-24 00:00:00,ARNC,BOT,10000,ARCA,29.7301,50.0
2015-04-24 00:00:00,CSTM,SLD,12130,ARCA,19.15,60.65
2015-05-01 00:00:00,ARNC,SLD,10000,ARCA,31.8216,50.0
2015-05-01 00:00:00,CSTM,BOT,12130,ARCA,18.31,60.65
2015-05-04 00:00:00,ARNC,BOT,10000,ARCA,31.5067,50.0
2015-05-04 00:00:00,CSTM,SLD,12130,ARCA,18.24,60.65
2015-05-14 00:00:00,ARNC,BOT,10000,ARCA,30.6746,50.0
2015-05-14 00:00:00,CSTM,SLD,12130,ARCA,17.09,60.65
2015-05-18 00:00:00,ARNC,SLD,10000,ARCA,30.1349,50.0
2015-05-18 00:00:00,CSTM,BOT,12130,ARCA,15.04,60.65
2015-05-19 00:00:00,ARNC,SLD,10000,ARCA,29.4153,50.0
2015-05-19 00:00:00,CSTM,BOT,12130,ARCA,15.17,60.65
2015-05-20 00:00:00,ARNC,BOT,10000,ARCA,29.3928,50.0
2015-05-20 00:00:00,CSTM,SLD,12130,ARCA,15.44,60.65
2015-06-15 00:00:00,ARNC,BOT,10000,ARCA,26.9865,50.0
2015-06-15 00:00:00,CSTM,SLD,12130,ARCA,12.09,60.65
2015-06-17 00:00:00,ARNC,SLD,10000,ARCA,26.8965,50.0
2015-06-17 00:00:00,CSTM,BOT,12130,ARCA,11.65,60.65
2015-06-19 00:00:00,ARNC,SLD,10000,ARCA,26.8291,50.0
